dataset,model,seed,degradation,severity,full_trust_signal,full_performance_signal,full_confidence_signal,analysis_type,configuration,rules_retained,rules_removed,ablated_trust_signal,ablated_performance_signal,ablated_confidence_signal,changed_from_full,performance_changed_from_full,confidence_changed_from_full,validation_split,validation_track_hash,track_overlap
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,none,0,trust,trust,trust,single_rule,only_relative_error_increase,relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,1,trust,trust,trust,single_rule,only_relative_error_increase,relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,2,trust,trust,trust,single_rule,only_relative_error_increase,relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,caution,caution,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,caution,caution,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,3,caution,caution,caution,single_rule,only_relative_error_increase,relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,trust,trust,trust,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,do_not_trust,caution,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,do_not_trust,do_not_trust,caution,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,do_not_trust,trust,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,do_not_trust,do_not_trust,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,do_not_trust,do_not_trust,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,do_not_trust,trust,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,caution,trust,caution,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,caution,trust,caution,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,4,do_not_trust,do_not_trust,do_not_trust,single_rule,only_relative_error_increase,relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,caution,caution,trust,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,do_not_trust,caution,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,do_not_trust,do_not_trust,do_not_trust,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,do_not_trust,trust,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,do_not_trust,do_not_trust,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,do_not_trust,do_not_trust,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,do_not_trust,trust,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,caution,trust,caution,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,do_not_trust,trust,do_not_trust,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,blur,5,do_not_trust,do_not_trust,do_not_trust,single_rule,only_relative_error_increase,relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,caution,caution,trust,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,leave_one_rule_out,without_absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,leave_one_rule_out,without_ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,ece_increase,caution,caution,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,leave_one_rule_out,without_fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,fixed_hcer_increase,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,leave_one_rule_out,without_gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,gap_deterioration,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,leave_one_rule_out,without_relative_error_increase,absolute_accuracy_drop|ece_increase|gap_deterioration|fixed_hcer_increase,relative_error_increase,caution,caution,caution,False,False,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,rule_channel,confidence_rules,ece_increase|gap_deterioration|fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,rule_channel,performance_rules,absolute_accuracy_drop|relative_error_increase,ece_increase|gap_deterioration|fixed_hcer_increase,caution,caution,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,single_rule,only_absolute_accuracy_drop,absolute_accuracy_drop,relative_error_increase|ece_increase|gap_deterioration|fixed_hcer_increase,caution,caution,trust,False,False,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,single_rule,only_ece_increase,ece_increase,absolute_accuracy_drop|relative_error_increase|gap_deterioration|fixed_hcer_increase,caution,trust,caution,False,True,False,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,single_rule,only_fixed_hcer_increase,fixed_hcer_increase,absolute_accuracy_drop|relative_error_increase|ece_increase|gap_deterioration,trust,trust,trust,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,GTSRBCNN,42,noise,1,caution,caution,caution,single_rule,only_gap_deterioration,gap_deterioration,absolute_accuracy_drop|relative_error_increase|ece_increase|fixed_hcer_increase,trust,trust,trust,True,True,True,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
